1518063033 0 0 0 1 0
1518105568 0 0 0 2 0
1518115230 0 0 1 2 0
1518116814 1 0 1 2 0
1518117183 1 1 1 2 0
1518119885 1 1 2 2 0
1518122107 1 2 2 2 0
1518123495 1 3 2 2 0
1518123665 1 3 3 2 0
1518124458 1 4 3 2 0
1518124844 1 4 4 2 0
1518148410 1 4 4 3 0
1518187175 1 4 4 3 1
1518189622 1 4 4 3 2
1518189740 1 4 4 3 3
1518190716 1 4 4 4 3
1518191892 1 4 5 4 3
1518192029 1 4 5 4 4
1518192206 1 4 5 5 4
1518192341 1 5 5 5 4
1518192809 1 5 6 5 4
1518193053 1 6 6 5 4
1518193135 1 6 6 5 5
1518193398 1 6 6 6 5
1518193415 1 6 6 7 5
1518193611 2 6 6 7 5
1518193848 2 6 6 8 5
1518196431 2 6 7 8 5
1518198578 3 6 7 8 5
1518203432 3 6 7 9 5
1518203457 3 6 7 10 5
1518215078 3 6 7 10 6
1518296626 3 6 8 10 6
1518297503 3 7 8 10 6
1518384793 4 7 8 10 6
1518389212 5 7 8 10 6
1518532663 5 8 8 10 6
1518532769 6 8 8 10 6
1518533932 6 8 8 11 6
1518535194 6 8 9 11 6
1518536071 6 8 10 11 6
1518547168 6 9 10 11 6
1518552359 6 10 10 11 6
1518554458 6 11 10 11 6
1518581733 6 11 10 11 7
1518623302 7 11 10 11 7
1518623545 8 11 10 11 7
1518629665 9 11 10 11 7
1518630373 10 11 10 11 7
1518631149 11 11 10 11 7
1518790536 11 11 11 11 7
1518793118 12 11 11 11 7
1518793528 12 11 11 11 8
1518795609 12 11 11 12 8
1518798329 12 11 12 12 8
1518800188 12 12 12 12 8
1518802530 12 13 12 12 8
1518827682 12 14 12 12 8
1518827821 12 15 12 12 8
1518895595 13 15 12 12 8
1518896965 14 15 12 12 8
1518906142 15 15 12 12 8
1518911966 16 15 12 12 8
1518998349 16 15 13 12 8
1519061178 17 15 13 12 8
1519063664 18 15 13 12 8
1519065465 19 15 13 12 8
1519066740 20 15 13 12 8
1519081848 21 15 13 12 8
1519097523 22 15 13 12 8
1519140248 22 15 13 12 9
1519141210 22 16 13 12 9
1519141934 22 16 14 12 9
1519142450 22 16 15 12 9
1519143477 23 16 15 12 9
1519149147 24 16 15 12 9
1519149661 24 16 15 12 10
1519151374 24 16 15 12 11
1519153833 25 16 15 12 11
1519154401 26 16 15 12 11
1519157307 26 16 15 13 11
1519158139 26 17 15 13 11
1519158405 27 17 15 13 11
1519158743 27 17 15 14 11
1519158831 28 17 15 14 11
1519159007 28 17 15 15 11
1519161310 29 17 15 15 11
1519161730 29 17 15 16 11
1519162884 29 18 15 16 11
1519165766 30 18 15 16 11
1519168423 30 19 15 16 11
1519182007 31 19 15 16 11
1519182127 32 19 15 16 11
1519184590 32 19 15 17 11
1519184627 32 19 15 18 11
1519184798 32 19 15 19 11
1519185623 32 19 15 20 11
1519191276 32 19 15 21 11
1519221965 32 19 16 21 11
1519230462 33 19 16 21 11
1519321618 33 20 16 21 11
1519321862 33 21 16 21 11
1519328213 33 22 16 21 11
1519334734 33 23 16 21 11
1519334991 33 24 16 21 11
1519335134 33 25 16 21 11
1519347273 33 25 17 21 11
1519361462 33 26 17 21 11
1519396532 33 27 17 21 11
1519397928 33 28 17 21 11
