1518063033 0 0 0 2 0
1518105568 0 0 0 13 0
1518115230 0 0 1 13 0
1518116814 24 0 1 13 0
1518117183 24 5 1 13 0
1518119885 24 5 10 13 0
1518122107 24 15 10 13 0
1518123495 24 22 10 13 0
1518123665 24 22 31 13 0
1518124458 24 23 31 13 0
1518124844 24 23 87 13 0
1518148410 24 23 87 22 0
1518187175 24 23 87 22 12
1518189622 24 23 87 22 23
1518189740 24 23 87 22 23
1518190716 24 23 87 95 23
1518191892 24 23 141 95 23
1518192029 24 23 141 95 59
1518192206 24 23 141 95 59
1518192341 24 36 141 95 59
1518192809 24 36 142 95 59
1518193053 24 36 142 95 59
1518193135 24 36 142 95 78
1518193398 24 36 142 104 78
1518193415 24 36 142 104 78
1518193611 24 36 142 104 78
1518193848 24 36 142 105 78
1518196431 24 36 161 105 78
1518198578 39 36 161 105 78
1518203432 39 36 161 149 78
1518203457 39 36 161 149 78
1518215078 39 36 161 149 184
1518296626 39 36 430 149 184
1518297503 39 98 430 149 184
1518384793 43 98 430 149 184
1518389212 97 98 430 149 184
1518532663 97 99 430 149 184
1518532769 157 99 430 149 184
1518533932 157 99 430 323 184
1518535194 157 99 502 323 184
1518536071 157 99 504 323 184
1518547168 157 219 504 323 184
1518552359 157 264 504 323 184
1518554458 157 285 504 323 184
1518581733 157 285 504 323 354
1518623302 215 285 504 323 354
1518623545 224 285 504 323 354
1518629665 238 285 504 323 354
1518630373 245 285 504 323 354
1518631149 257 285 504 323 354
1518790536 257 285 510 323 354
1518793118 282 285 510 323 354
1518793528 282 285 510 323 361
1518795609 282 285 510 326 361
1518798329 282 285 542 326 361
1518800188 282 289 542 326 361
1518802530 282 297 542 326 361
1518827682 282 309 542 326 361
1518827821 282 317 542 326 361
1518895595 282 317 542 326 361
1518896965 282 317 542 326 361
1518906142 328 317 542 326 361
1518911966 351 317 542 326 361
1518998349 351 317 582 326 361
1519061178 353 317 582 326 361
1519063664 365 317 582 326 361
1519065465 402 317 582 326 361
1519066740 410 317 582 326 361
1519081848 496 317 582 326 361
1519097523 530 317 582 326 361
1519140248 530 317 582 326 494
1519141210 530 361 582 326 494
1519141934 530 361 589 326 494
1519142450 530 361 624 326 494
1519143477 565 361 624 326 494
1519149147 625 361 624 326 494
1519149661 625 361 624 326 584
1519151374 625 361 624 326 584
1519153833 625 361 624 326 584
1519154401 639 361 624 326 584
1519157307 639 361 624 359 584
1519158139 639 440 624 359 584
1519158405 639 440 624 359 584
1519158743 639 440 624 412 584
1519158831 655 440 624 412 584
1519159007 655 440 624 421 584
1519161310 658 440 624 421 584
1519161730 658 440 624 460 584
1519162884 658 467 624 460 584
1519165766 660 467 624 460 584
1519168423 660 479 624 460 584
1519182007 662 479 624 460 584
1519182127 662 479 624 460 584
1519184590 662 479 624 537 584
1519184627 662 479 624 537 584
1519184798 662 479 624 537 584
1519185623 662 479 624 537 584
1519191276 662 479 624 669 584
1519221965 662 479 646 669 584
1519230462 663 479 646 669 584
1519321618 663 480 646 669 584
1519321862 663 480 646 669 584
1519328213 663 543 646 669 584
1519334734 663 581 646 669 584
1519334991 663 585 646 669 584
1519335134 663 587 646 669 584
1519347273 663 587 710 669 584
1519361462 663 638 710 669 584
1519396532 663 640 710 669 584
1519397928 663 640 710 669 584
