1516115158 0 17538 0 0 0 0 0
1516115259 0 17543 0 0 0 0 0
1516122609 0 17544 0 0 0 0 0
1516718942 0 63610 0 0 0 0 0
1516721877 0 63610 0 18 0 0 0
1516722840 0 63610 0 25 0 0 0
1516727603 0 63610 0 50 0 0 0
1516821709 0 63610 0 122 0 0 0
1516907696 0 63610 0 126 0 0 0
1516914436 0 63610 0 151 0 0 0
1516916334 0 63610 0 156 0 0 0
1516924211 0 63616 0 156 0 0 0
1516924728 0 63616 0 156 0 0 0
1516925249 0 63622 0 156 0 0 0
1516929383 0 63625 0 156 0 0 0
1516930949 0 63646 0 156 0 0 0
1517161819 0 63658 0 156 0 0 0
1517171305 0 63663 0 156 0 0 0
1517173676 0 63701 0 156 0 0 0
1517174005 0 63733 0 156 0 0 0
1517252429 0 63733 0 177 0 0 0
1517252818 0 63733 0 178 0 0 0
1517327376 0 63768 0 178 0 0 0
1517327901 0 63768 0 178 0 0 0
1517327950 0 63768 0 178 0 0 0
1517330316 24 63768 0 178 0 0 0
1517333066 42 63768 0 178 0 0 0
1517339912 42 63798 0 178 0 0 0
1517342627 42 63811 0 178 0 0 0
1517346209 42 63811 0 203 0 0 0
1517346629 42 63814 0 203 0 0 0
1517346645 42 63814 0 203 0 0 0
1517349506 42 63814 0 216 0 0 0
1517362769 71 63814 0 216 0 0 0
1517423614 71 63814 0 216 0 46 0
1517427072 71 63820 0 216 0 46 0
1517428224 71 63829 0 216 0 46 0
1517428275 71 63839 0 216 0 46 0
1517432856 94 63839 0 216 0 46 0
1517433321 102 63839 0 216 0 46 0
1517434210 119 63839 0 216 0 46 0
1517451188 119 63839 0 216 0 125 0
1517453218 119 63839 0 216 0 131 0
1517454092 119 63839 0 216 0 139 0
1517526005 119 63839 0 216 0 139 61
1517584929 13728 63839 0 216 0 139 61
1517587762 13728 63839 43 216 0 139 61
1517590246 13728 63839 43 216 0 182 61
1517591094 13728 63839 43 216 0 182 169
1517604625 13748 63839 43 216 0 182 169
1517610029 13788 63839 43 216 0 182 169
1517610302 13788 63839 43 216 0 182 171
1517610406 13788 63839 43 216 0 182 176
1517610415 13788 63839 43 216 0 182 176
1517610693 13789 63839 43 216 0 182 176
1517610711 13789 63839 43 216 0 182 176
1517611838 13789 63839 43 216 0 206 176
1517617222 13837 63839 43 216 0 206 176
1517620244 13853 63839 43 216 0 206 176
1517621716 13853 63839 43 216 181 206 176
1517623922 13870 63839 43 216 181 206 176
1517624669 13872 63839 43 216 181 206 176
1517625160 13873 63839 43 216 181 206 176
1517628102 13885 63839 43 216 181 206 176
1517631423 13885 63839 43 216 233 206 176
1517631432 13885 63839 43 216 233 206 176
1517682854 13885 63839 54 216 233 206 176
1517683631 13885 63839 67 216 233 206 176
1517685558 13885 63839 81 216 233 206 176
1517686092 13885 63839 100 216 233 206 176
1517688678 13885 63839 100 216 233 241 176
1517689285 13885 63839 100 248 233 241 176
1517693342 13885 63839 100 248 233 265 176
1517693813 13899 63839 100 248 233 265 176
1517696498 13899 63839 100 248 233 292 176
1517697033 13899 63839 100 285 233 292 176
1517701516 13925 63839 100 285 233 292 176
1517704177 13939 63839 100 285 233 292 176
1517709590 13962 63839 100 285 233 292 176
1517713241 13962 63839 100 330 233 292 176
1517713699 13962 63839 100 340 233 292 176
1517729269 14031 63839 100 340 233 292 176
1517777705 14031 63839 197 340 233 292 176
1517778212 14031 63839 212 340 233 292 176
1517791620 14031 63839 212 340 367 292 176
1517791623 14031 63839 212 340 367 292 176
1517842270 14031 63839 250 340 367 292 176
1517847607 14031 63839 250 340 367 361 176
1517849181 14031 63839 250 340 514 361 176
1517856447 14127 63839 250 340 514 361 176
1517856726 14130 63839 250 340 514 361 176
1517857111 14130 63839 250 340 514 391 176
1517858266 14130 63839 250 340 581 391 176
1517858437 14130 63839 250 340 609 391 176
1517859045 14130 63839 250 340 609 391 176
1517861561 14130 63839 250 340 609 433 176
1517864155 14161 63839 250 340 609 433 176
1517864533 14161 63839 253 340 609 433 176
1517864542 14161 63839 253 340 609 433 176
1517871580 14161 63839 253 340 780 433 176
1517871593 14161 63839 253 340 780 433 176
1517874458 14161 63839 653 340 780 433 176
1517875124 14161 63839 653 340 780 433 176
1517876183 14161 63839 789 340 780 433 176
1517876876 14161 63839 828 340 780 433 176
1517876965 14161 63839 832 340 780 433 176
1517877798 14161 63839 875 340 780 433 176
1517885558 14161 63839 906 340 780 433 176
1517886118 14310 63839 906 340 780 433 176
1517886691 14310 63839 906 340 780 433 176
1517888014 14310 63839 906 340 806 433 176
1517888042 14314 63839 906 340 806 433 176
1517888064 14314 63839 906 340 806 433 176
1517888097 14322 63839 906 340 806 433 176
1517890081 14322 63839 906 340 806 433 176
1517890696 14322 63839 924 340 806 433 176
1517892367 14323 63839 924 340 806 433 176
