1516115158 0 1 0 0 0 0 0
1516115259 0 2 0 0 0 0 0
1516122609 0 3 0 0 0 0 0
1516718942 0 4 0 0 0 0 0
1516721877 0 4 0 1 0 0 0
1516722840 0 4 0 2 0 0 0
1516727603 0 4 0 3 0 0 0
1516821709 0 4 0 4 0 0 0
1516907696 0 4 0 5 0 0 0
1516914436 0 4 0 6 0 0 0
1516916334 0 4 0 7 0 0 0
1516924211 0 5 0 7 0 0 0
1516924728 0 6 0 7 0 0 0
1516925249 0 7 0 7 0 0 0
1516929383 0 8 0 7 0 0 0
1516930949 0 9 0 7 0 0 0
1517161819 0 10 0 7 0 0 0
1517171305 0 11 0 7 0 0 0
1517173676 0 12 0 7 0 0 0
1517174005 0 13 0 7 0 0 0
1517252429 0 13 0 8 0 0 0
1517252818 0 13 0 9 0 0 0
1517327376 0 14 0 9 0 0 0
1517327901 0 15 0 9 0 0 0
1517327950 1 15 0 9 0 0 0
1517330316 2 15 0 9 0 0 0
1517333066 3 15 0 9 0 0 0
1517339912 3 16 0 9 0 0 0
1517342627 3 17 0 9 0 0 0
1517346209 3 17 0 10 0 0 0
1517346629 3 18 0 10 0 0 0
1517346645 3 19 0 10 0 0 0
1517349506 3 19 0 11 0 0 0
1517362769 4 19 0 11 0 0 0
1517423614 4 19 0 11 0 1 0
1517427072 4 20 0 11 0 1 0
1517428224 4 21 0 11 0 1 0
1517428275 4 22 0 11 0 1 0
1517432856 5 22 0 11 0 1 0
1517433321 6 22 0 11 0 1 0
1517434210 7 22 0 11 0 1 0
1517451188 7 22 0 11 0 2 0
1517453218 7 22 0 11 0 3 0
1517454092 7 22 0 11 0 4 0
1517526005 7 22 0 11 0 4 1
1517584929 8 22 0 11 0 4 1
1517587762 8 22 1 11 0 4 1
1517590246 8 22 1 11 0 5 1
1517591094 8 22 1 11 0 5 2
1517604625 9 22 1 11 0 5 2
1517610029 10 22 1 11 0 5 2
1517610302 10 22 1 11 0 5 3
1517610406 10 22 1 11 0 5 4
1517610415 10 22 1 11 0 5 5
1517610693 11 22 1 11 0 5 5
1517610711 11 22 1 11 0 5 6
1517611838 11 22 1 11 0 6 6
1517617222 12 22 1 11 0 6 6
1517620244 13 22 1 11 0 6 6
1517621716 13 22 1 11 1 6 6
1517623922 14 22 1 11 1 6 6
1517624669 15 22 1 11 1 6 6
1517625160 16 22 1 11 1 6 6
1517628102 17 22 1 11 1 6 6
1517631423 17 22 1 11 2 6 6
1517631432 17 22 1 11 3 6 6
1517682854 17 22 2 11 3 6 6
1517683631 17 22 3 11 3 6 6
1517685558 17 22 4 11 3 6 6
1517686092 17 22 5 11 3 6 6
1517688678 17 22 5 11 3 7 6
1517689285 17 22 5 12 3 7 6
1517693342 17 22 5 12 3 8 6
1517693813 18 22 5 12 3 8 6
1517696498 18 22 5 12 3 9 6
1517697033 18 22 5 13 3 9 6
1517701516 19 22 5 13 3 9 6
1517704177 20 22 5 13 3 9 6
1517709590 21 22 5 13 3 9 6
1517713241 21 22 5 14 3 9 6
1517713699 21 22 5 15 3 9 6
1517729269 22 22 5 15 3 9 6
1517777705 22 22 6 15 3 9 6
1517778212 22 22 7 15 3 9 6
1517791620 22 22 7 15 4 9 6
1517791623 22 22 7 15 5 9 6
1517842270 22 22 8 15 5 9 6
1517847607 22 22 8 15 5 10 6
1517849181 22 22 8 15 6 10 6
1517856447 23 22 8 15 6 10 6
1517856726 24 22 8 15 6 10 6
1517857111 24 22 8 15 6 11 6
1517858266 24 22 8 15 7 11 6
1517858437 24 22 8 15 8 11 6
1517859045 24 22 8 15 9 11 6
1517861561 24 22 8 15 9 12 6
1517864155 25 22 8 15 9 12 6
1517864533 25 22 9 15 9 12 6
1517864542 25 22 10 15 9 12 6
1517871580 25 22 10 15 10 12 6
1517871593 25 22 10 15 11 12 6
1517874458 25 22 11 15 11 12 6
1517875124 25 22 12 15 11 12 6
1517876183 25 22 13 15 11 12 6
1517876876 25 22 14 15 11 12 6
1517876965 25 22 15 15 11 12 6
1517877798 25 22 16 15 11 12 6
1517885558 25 22 17 15 11 12 6
1517886118 26 22 17 15 11 12 6
1517886691 27 22 17 15 11 12 6
1517888014 27 22 17 15 12 12 6
1517888042 28 22 17 15 12 12 6
1517888064 29 22 17 15 12 12 6
1517888097 30 22 17 15 12 12 6
1517890081 30 22 18 15 12 12 6
1517890696 30 22 19 15 12 12 6
1517892367 31 22 19 15 12 12 6
