1516115158 0 0 0 0 0
1516115259 0 0 0 0 0
1516122609 0 0 0 0 0
1516718942 0 0 0 0 0
1516721877 0 1 0 0 0
1516722840 0 2 0 0 0
1516727603 0 3 0 0 0
1516821709 0 4 0 0 0
1516907696 0 5 0 0 0
1516914436 0 6 0 0 0
1516916334 0 7 0 0 0
1516924211 0 7 0 0 0
1516924728 0 7 0 0 0
1516925249 0 7 0 0 0
1516929383 0 7 0 0 0
1516930949 0 7 0 0 0
1517161819 0 7 0 0 0
1517171305 0 7 0 0 0
1517173676 0 7 0 0 0
1517174005 0 7 0 0 0
1517252429 0 8 0 0 0
1517252818 0 9 0 0 0
1517327376 0 9 0 0 0
1517327901 0 9 0 0 0
1517327950 0 9 0 1 0
1517330316 0 9 0 2 0
1517333066 0 9 0 3 0
1517339912 0 9 0 3 0
1517342627 0 9 0 3 0
1517346209 0 10 0 3 0
1517346629 0 10 0 3 0
1517346645 0 10 0 3 0
1517349506 0 11 0 3 0
1517362769 0 11 0 4 0
1517423614 1 11 0 4 0
1517427072 1 11 0 4 0
1517428224 1 11 0 4 0
1517428275 1 11 0 4 0
1517432856 1 11 0 5 0
1517433321 1 11 0 6 0
1517434210 1 11 0 7 0
1517451188 2 11 0 7 0
1517453218 3 11 0 7 0
1517454092 4 11 0 7 0
1517526005 4 11 0 7 0
1517584929 4 11 0 8 0
1517587762 4 11 1 8 0
1517590246 5 11 1 8 0
1517591094 5 11 1 8 0
1517604625 5 11 1 9 0
1517610029 5 11 1 10 0
1517610302 5 11 1 10 0
1517610406 5 11 1 10 0
1517610415 5 11 1 10 0
1517610693 5 11 1 11 0
1517610711 5 11 1 11 0
1517611838 6 11 1 11 0
1517617222 6 11 1 12 0
1517620244 6 11 1 13 0
1517621716 6 11 1 13 1
1517623922 6 11 1 14 1
1517624669 6 11 1 15 1
1517625160 6 11 1 16 1
1517628102 6 11 1 17 1
1517631423 6 11 1 17 2
1517631432 6 11 1 17 3
1517682854 6 11 2 17 3
1517683631 6 11 3 17 3
1517685558 6 11 4 17 3
1517686092 6 11 5 17 3
1517688678 7 11 5 17 3
1517689285 7 12 5 17 3
1517693342 8 12 5 17 3
1517693813 8 12 5 18 3
1517696498 9 12 5 18 3
1517697033 9 13 5 18 3
1517701516 9 13 5 19 3
1517704177 9 13 5 20 3
1517709590 9 13 5 21 3
1517713241 9 14 5 21 3
1517713699 9 15 5 21 3
1517729269 9 15 5 22 3
1517777705 9 15 6 22 3
1517778212 9 15 7 22 3
1517791620 9 15 7 22 4
1517791623 9 15 7 22 5
1517842270 9 15 8 22 5
1517847607 10 15 8 22 5
1517849181 10 15 8 22 6
1517856447 10 15 8 23 6
1517856726 10 15 8 24 6
1517857111 11 15 8 24 6
1517858266 11 15 8 24 7
1517858437 11 15 8 24 8
1517859045 11 15 8 24 9
1517861561 12 15 8 24 9
1517864155 12 15 8 25 9
1517864533 12 15 9 25 9
1517864542 12 15 10 25 9
1517871580 12 15 10 25 10
1517871593 12 15 10 25 11
1517874458 12 15 11 25 11
1517875124 12 15 12 25 11
1517876183 12 15 13 25 11
1517876876 12 15 14 25 11
1517876965 12 15 15 25 11
1517877798 12 15 16 25 11
1517885558 12 15 17 25 11
1517886118 12 15 17 26 11
1517886691 12 15 17 27 11
1517888014 12 15 17 27 12
1517888042 12 15 17 28 12
1517888064 12 15 17 29 12
1517888097 12 15 17 30 12
1517890081 12 15 18 30 12
1517890696 12 15 19 30 12
1517892367 12 15 19 31 12
1517934480 12 15 19 32 12
1517935168 12 15 19 33 12
1517940410 12 15 19 34 12
1518063033 12 15 19 35 12
1518105568 12 15 19 36 12
1518115230 12 16 19 36 12
1518116814 12 16 20 36 12
1518117183 13 16 20 36 12
1518119885 13 17 20 36 12
1518122107 14 17 20 36 12
1518123495 15 17 20 36 12
1518123665 15 18 20 36 12
1518124458 16 18 20 36 12
1518124844 16 19 20 36 12
1518148410 16 19 20 37 12
1518187175 16 19 20 37 13
1518189622 16 19 20 37 14
1518189740 16 19 20 37 15
1518190716 16 19 20 38 15
1518191892 16 20 20 38 15
1518192029 16 20 20 38 16
1518192206 16 20 20 39 16
1518192341 17 20 20 39 16
1518192809 17 21 20 39 16
1518193053 18 21 20 39 16
1518193135 18 21 20 39 17
1518193398 18 21 20 40 17
1518193415 18 21 20 41 17
1518193611 18 21 21 41 17
1518193848 18 21 21 42 17
1518196431 18 22 21 42 17
1518198578 18 22 22 42 17
1518203432 18 22 22 43 17
1518203457 18 22 22 44 17
1518215078 18 22 22 44 18
1518296626 18 23 22 44 18
1518297503 19 23 22 44 18
1518384793 19 23 23 44 18
1518389212 19 23 24 44 18
1518532663 20 23 24 44 18
1518532769 20 23 25 44 18
1518533932 20 23 25 45 18
1518535194 20 24 25 45 18
1518536071 20 25 25 45 18
1518547168 21 25 25 45 18
1518552359 22 25 25 45 18
1518554458 23 25 25 45 18
1518581733 23 25 25 45 19
1518623302 23 25 26 45 19
1518623545 23 25 27 45 19
1518629665 23 25 28 45 19
1518630373 23 25 29 45 19
1518631149 23 25 30 45 19
1518790536 23 26 30 45 19
1518793118 23 26 31 45 19
1518793528 23 26 31 45 20
1518795609 23 26 31 46 20
1518798329 23 27 31 46 20
1518800188 24 27 31 46 20
1518802530 25 27 31 46 20
1518827682 26 27 31 46 20
1518827821 27 27 31 46 20
1518895595 27 27 32 46 20
1518896965 27 27 33 46 20
1518906142 27 27 34 46 20
1518911966 27 27 35 46 20
1518998349 27 28 35 46 20
1519061178 27 28 36 46 20
1519063664 27 28 37 46 20
1519065465 27 28 38 46 20
1519066740 27 28 39 46 20
1519081848 27 28 40 46 20
1519097523 27 28 41 46 20
1519140248 27 28 41 46 21
1519141210 28 28 41 46 21
1519141934 28 29 41 46 21
1519142450 28 30 41 46 21
1519143477 28 30 42 46 21
1519149147 28 30 43 46 21
1519149661 28 30 43 46 22
1519151374 28 30 43 46 23
1519153833 28 30 44 46 23
1519154401 28 30 45 46 23
1519157307 28 30 45 47 23
1519158139 29 30 45 47 23
1519158405 29 30 46 47 23
1519158743 29 30 46 48 23
1519158831 29 30 47 48 23
1519159007 29 30 47 49 23
1519161310 29 30 48 49 23
1519161730 29 30 48 50 23
1519162884 30 30 48 50 23
1519165766 30 30 49 50 23
1519168423 31 30 49 50 23
1519182007 31 30 50 50 23
1519182127 31 30 51 50 23
1519184590 31 30 51 51 23
1519184627 31 30 51 52 23
1519184798 31 30 51 53 23
1519185623 31 30 51 54 23
1519191276 31 30 51 55 23
1519221965 31 31 51 55 23
1519230462 31 31 52 55 23
1519321618 32 31 52 55 23
1519321862 33 31 52 55 23
1519328213 34 31 52 55 23
1519334734 35 31 52 55 23
1519334991 36 31 52 55 23
1519335134 37 31 52 55 23
1519347273 37 32 52 55 23
1519361462 38 32 52 55 23
1519396532 39 32 52 55 23
1519397928 40 32 52 55 23
1519398315 41 32 52 55 23
1519399272 41 32 53 55 23
1519401025 41 32 53 56 23
1519401094 41 32 54 56 23
1519401187 41 33 54 56 23
1519401404 41 33 54 57 23
1519402140 42 33 54 57 23
1519402341 42 33 54 58 23
1519403537 42 33 55 58 23
1519403543 42 33 55 59 23
